,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
1132,4425,MARTIGNETTI COMPANIES,12097,Felino Vina Cobos Cab Svgn,13.42,19.99,750,72,966.24,72,1439.28,119.94,8.1,144929.24,473.04,32.87,1.0,1.49,13.42,Medium,0.0
1133,4425,MARTIGNETTI COMPANIES,12113,Peter Lehmann Layers White,5.29,7.99,750,2456,12992.24,2440,19495.6,7790.25,272.42,144929.24,6503.36,33.36,0.99,1.5,5.29,Large,84.64
1134,4425,MARTIGNETTI COMPANIES,12139,Silver Oak Cab Svgn Napa Vly,149.65,219.99,1500,9,1346.85,23,5059.77,3519.84,5.13,144929.24,3712.92,73.38,2.56,3.76,149.64999999999998,Small,-2095.1
1135,4425,MARTIGNETTI COMPANIES,12149,Hobbs Crossbarn Pnt Nr RRV,23.99,35.99,750,1,23.99,70,2519.3,1547.57,7.77,144929.24,2495.31,99.05,70.0,105.01,23.99,Small,-1655.31
1136,4425,MARTIGNETTI COMPANIES,12165,Clayhouse Petite Sirah,15.03,24.99,750,130,1953.9,170,4182.3,2155.12,18.88,144929.24,2228.4,53.28,1.31,2.14,15.030000000000001,Medium,-601.1999999999999
1137,4425,MARTIGNETTI COMPANIES,12199,Rochioli RRV Chard Cal,36.42,54.99,750,9,327.78,22,1209.78,604.89,2.46,144929.24,882.0,72.91,2.44,3.69,36.419999999999995,Small,-473.46000000000004
1138,4425,MARTIGNETTI COMPANIES,12204,Dragani Mntplcno d'Abruzzo,4.02,5.99,750,318,1278.36,234,1401.66,281.53,26.24,144929.24,123.3,8.8,0.74,1.1,4.02,Medium,337.67999999999995
1139,4425,MARTIGNETTI COMPANIES,12333,Dom Leflaive Merslt 07 d'Ane,53.01,78.99,750,3,159.03,3,236.97,78.99,0.34,144929.24,77.94,32.89,1.0,1.49,53.01,Small,0.0
1140,4425,MARTIGNETTI COMPANIES,12465,Cline Cashmere Red Cal,6.16,14.99,750,3312,20401.92,2633,32704.67,12394.08,293.96,144929.24,12302.75,37.62,0.79,1.6,6.159999999999999,Large,4182.64
1141,4425,MARTIGNETTI COMPANIES,12539,Croix de Basson Rose Organic,9.08,13.99,750,20,181.6,125,1748.75,895.36,13.91,144929.24,1567.15,89.62,6.25,9.63,9.08,Small,-953.4
1142,4425,MARTIGNETTI COMPANIES,12768,Castle Rock Pnt Nr Cal Cuvee,6.62,9.99,750,191,1264.42,117,1285.83,153.86,13.15,144929.24,21.41,1.67,0.61,1.02,6.62,Medium,489.88
1143,4425,MARTIGNETTI COMPANIES,12913,J Drouhin Vosne Romanee 13,66.89,96.99,750,36,2408.04,36,3491.64,2327.76,3.98,144929.24,1083.6,31.03,1.0,1.45,66.89,Medium,0.0
1144,4425,MARTIGNETTI COMPANIES,13061,P Michael Les Pavots Est Brd,126.17,187.99,750,36,4542.12,35,6579.65,2631.86,3.91,144929.24,2037.53,30.97,0.97,1.45,126.17,Medium,126.17
1145,4425,MARTIGNETTI COMPANIES,13062,P Michael Apres Midi Svgn Bl,33.33,52.99,750,77,2566.41,122,6098.78,1599.68,13.66,144929.24,3532.37,57.92,1.58,2.38,33.33,Medium,-1499.85
1146,4425,MARTIGNETTI COMPANIES,13065,P Michael L'Espirit Brdx,60.4,94.99,750,103,6221.2,73,6569.27,3239.64,8.15,144929.24,348.07,5.3,0.71,1.06,60.4,Medium,1812.0
1147,4425,MARTIGNETTI COMPANIES,13113,Ch Beaucastel Coud Rouge,21.85,32.99,750,290,6336.5,225,7422.75,3562.92,25.02,144929.24,1086.25,14.63,0.78,1.17,21.85,Medium,1420.25
1148,4425,MARTIGNETTI COMPANIES,13154,Clayhouse Malbec Paso Robles,7.79,12.99,750,1137,8857.23,1091,14983.09,8862.59,121.19,144929.24,6125.86,40.89,0.96,1.69,7.79,Large,358.34
1149,4425,MARTIGNETTI COMPANIES,13421,Liberty School Cuvee Red CC,4.54,6.99,750,12,54.48,17,118.83,13.98,1.91,144929.24,64.35,54.15,1.42,2.18,4.54,Small,-22.7
1150,4425,MARTIGNETTI COMPANIES,13561,Stump Jump Shiraz,7.74,11.99,750,24,185.76,20,239.8,107.91,2.23,144929.24,54.04,22.54,0.83,1.29,7.739999999999999,Small,30.96
1151,4425,MARTIGNETTI COMPANIES,13651,Fontanafredda Briccotondo,9.03,13.99,750,400,3612.0,267,3735.33,2084.51,29.67,144929.24,123.33,3.3,0.67,1.03,9.03,Medium,1200.99
1152,4425,MARTIGNETTI COMPANIES,13663,Duckhorn Decoy Znfdl Napa Vl,11.38,21.99,750,2020,22987.6,1363,27407.49,15517.12,151.45,144929.24,4419.89,16.13,0.67,1.19,11.379999999999999,Large,7476.660000000001
1153,4425,MARTIGNETTI COMPANIES,13795,Yellow Tail Tree Free Chard,6.45,9.99,1500,1675,10803.75,1027,11339.73,6304.39,229.55,144929.24,535.98,4.73,0.61,1.05,6.45,Large,4179.6
1154,4425,MARTIGNETTI COMPANIES,13941,Dom du Grand Tinel Ch d Pape,30.4,44.99,750,17,516.8,51,2294.49,1664.63,5.65,144929.24,1777.69,77.48,3.0,4.44,30.4,Small,-1033.6
1155,4425,MARTIGNETTI COMPANIES,13942,Dom du Grand Tinel Establet,25.5,37.99,750,6,153.0,6,227.94,37.99,0.68,144929.24,74.94,32.88,1.0,1.49,25.5,Small,0.0
1156,4425,MARTIGNETTI COMPANIES,14061,Shafer One Pnt Five Cab Svgn,51.61,79.99,750,155,7999.55,321,25936.79,10423.72,35.83,144929.24,17937.24,69.16,2.07,3.24,51.61,Medium,-8567.26
1157,4425,MARTIGNETTI COMPANIES,14062,Shafer Red Shoulder Chard,35.37,51.99,750,220,7781.4,241,12529.59,4627.11,26.9,144929.24,4748.19,37.9,1.1,1.61,35.37,Medium,-742.77
1158,4425,MARTIGNETTI COMPANIES,14097,Bonny Doon Clos de Gilroy Rd,8.55,19.99,750,48,410.4,33,428.67,129.9,3.7,144929.24,18.27,4.26,0.69,1.04,8.549999999999999,Medium,128.25
1159,4425,MARTIGNETTI COMPANIES,14207,Three Saints Steak House Red,9.45,13.99,750,12,113.4,12,167.88,13.99,1.35,144929.24,54.48,32.45,1.0,1.48,9.450000000000001,Small,0.0
1160,4425,MARTIGNETTI COMPANIES,14217,Chevalier L'Aujardiere Chard,11.18,16.99,750,2,22.36,17,288.83,203.88,1.88,144929.24,266.47,92.26,8.5,12.92,11.18,Small,-167.7
1161,4425,MARTIGNETTI COMPANIES,14250,Ruta 22 Malbec,6.62,11.99,750,2506,16589.72,1579,17184.21,8614.07,175.84,144929.24,594.49,3.46,0.63,1.04,6.62,Large,6136.74
1162,4425,MARTIGNETTI COMPANIES,14306,Dom les Pallieres Gigondas,22.22,33.99,750,63,1399.86,82,3853.18,1033.78,9.17,144929.24,2453.32,63.67,1.3,2.75,22.22,Medium,-422.17999999999995
1163,4425,MARTIGNETTI COMPANIES,14363,Educated Guess Cab Svgn Napa,13.51,20.99,750,3606,48717.06,2202,52084.98,28214.1,244.83,144929.24,3367.92,6.47,0.61,1.07,13.51,Large,18968.04
1164,4425,MARTIGNETTI COMPANIES,14364,Penfolds Grange 2005,299.99,455.99,750,11,3299.89,17,7751.83,3647.92,1.9,144929.24,4451.94,57.43,1.55,2.35,299.99,Small,-1799.94
1165,4425,MARTIGNETTI COMPANIES,14415,Peter Lehmann Layers Red,5.4,7.99,750,3633,19618.2,3633,29027.67,7694.37,407.1,144929.24,9409.47,32.42,1.0,1.48,5.4,Large,0.0
1166,4425,MARTIGNETTI COMPANIES,14416,J Lohr Falcons Perch Pnt Nr,8.9,12.99,750,3632,32324.8,2933,45643.67,23569.84,326.45,144929.24,13318.87,29.18,0.81,1.41,8.9,Large,6221.1
1167,4425,MARTIGNETTI COMPANIES,14471,De Loach Merlot Cal,6.49,11.99,750,577,3744.73,538,5596.62,3256.82,59.77,144929.24,1851.89,33.09,0.93,1.49,6.49,Large,253.11
1168,4425,MARTIGNETTI COMPANIES,14538,Ch St Michel Brdx Superur,12.07,17.99,750,460,5552.2,380,6836.2,4965.24,42.05,144929.24,1284.0,18.78,0.83,1.23,12.07,Large,965.6
1169,4425,MARTIGNETTI COMPANIES,14539,Dom de Dionysos La Deveze,10.06,14.99,750,4623,46507.38,3223,48312.77,21825.44,359.23,144929.24,1805.39,3.74,0.7,1.04,10.059999999999999,Large,14084.0
1170,4425,MARTIGNETTI COMPANIES,14638,Bongiovanni Dolceo D'Alba,11.48,16.99,750,12,137.76,39,662.61,407.76,4.33,144929.24,524.85,79.21,3.25,4.81,11.479999999999999,Small,-309.96000000000004
1171,4425,MARTIGNETTI COMPANIES,14671,Riondo Prosecco,10.59,15.99,750,36,381.24,36,575.64,15.99,4.05,144929.24,194.4,33.77,1.0,1.51,10.59,Medium,0.0
1172,4425,MARTIGNETTI COMPANIES,14681,Shafer Hillside Cab Svgn 06,259.99,389.99,1500,1,259.99,1,389.99,389.99,0.22,144929.24,130.0,33.33,1.0,1.5,259.99,Small,0.0
1173,4425,MARTIGNETTI COMPANIES,14838,Layer Cake Cab Svgn,7.71,14.99,750,9134,70423.14,5136,73506.96,38602.83,571.34,144929.24,3083.82,4.2,0.56,1.04,7.71,Large,30824.579999999998
1174,4425,MARTIGNETTI COMPANIES,14930,Yellow Tail Moscato,5.93,9.99,1500,16029,95051.97,9919,96633.25,43281.61,2221.45,144929.24,1581.28,1.64,0.62,1.02,5.93,Large,36232.299999999996
1175,4425,MARTIGNETTI COMPANIES,14935,J Lohr Tower Road Petite Sir,12.98,19.99,750,42,545.16,33,666.67,326.84,3.68,144929.24,121.51,18.23,0.79,1.22,12.979999999999999,Medium,116.82000000000001
1176,4425,MARTIGNETTI COMPANIES,14974,Mantane Primitivo Puglio,8.9,12.99,750,418,3720.2,283,4122.17,1560.94,31.68,144929.24,401.97,9.75,0.68,1.11,8.9,Medium,1201.5
1177,4425,MARTIGNETTI COMPANIES,15091,Double T Trefethen Red,17.92,25.99,750,12,215.04,12,311.88,25.99,1.35,144929.24,96.84,31.05,1.0,1.45,17.919999999999998,Small,0.0
1178,4425,MARTIGNETTI COMPANIES,15249,Colby Red,5.82,8.49,750,96,558.72,96,815.04,169.8,10.76,144929.24,256.32,31.45,1.0,1.46,5.82,Medium,0.0
1179,4425,MARTIGNETTI COMPANIES,15444,Riff Pnt Grigio,6.57,9.99,750,2511,16497.27,1695,18385.05,6010.41,189.97,144929.24,1887.78,10.27,0.68,1.11,6.57,Large,5361.12
1180,4425,MARTIGNETTI COMPANIES,15528,Cannonball Chard,9.33,14.99,750,1845,17213.85,1385,20927.15,8982.98,154.55,144929.24,3713.3,17.74,0.75,1.22,9.33,Large,4291.8
1181,4425,MARTIGNETTI COMPANIES,15846,Merry Edwards Svgn Bl RRV,17.23,24.99,375,28,482.44,34,849.66,199.92,1.94,144929.24,367.22,43.22,1.21,1.76,17.23,Medium,-103.38
1182,4425,MARTIGNETTI COMPANIES,16127,Lindemans Bin 90 Moscato,8.1,11.99,1500,179,1449.9,130,1648.7,1019.2,28.96,144929.24,198.8,12.06,0.73,1.14,8.1,Medium,396.9
1183,4425,MARTIGNETTI COMPANIES,16165,Garnet Pnt Nr Monterey Cnty,9.45,15.99,750,337,3184.65,216,3710.84,2396.6,23.9,144929.24,526.19,14.18,0.64,1.17,9.450000000000001,Medium,1143.4499999999998
1184,4425,MARTIGNETTI COMPANIES,16174,Inkblot Cab Franc,21.7,35.99,750,54,1171.8,159,5545.41,3583.98,17.62,144929.24,4373.61,78.87,2.94,4.73,21.7,Medium,-2278.5
1185,4425,MARTIGNETTI COMPANIES,16256,Zonin Moscato,5.44,7.99,750,36,195.84,24,239.76,19.98,2.7,144929.24,43.92,18.32,0.67,1.22,5.44,Medium,65.28
1186,4425,MARTIGNETTI COMPANIES,16378,Hob Nob Malbec VDP D'Oc,6.66,9.99,750,233,1551.78,282,2757.18,1827.14,31.22,144929.24,1205.4,43.72,1.21,1.78,6.66,Medium,-326.34000000000003
1187,4425,MARTIGNETTI COMPANIES,16425,Kirkland Signature Supr Brdx,5.36,7.99,750,1,5.36,1,7.99,7.99,0.11,144929.24,2.63,32.92,1.0,1.49,5.36,Small,0.0
1188,4425,MARTIGNETTI COMPANIES,16427,Yellow Tail Sweet Red Roo,6.66,9.99,1500,2329,15511.14,1373,15721.27,10181.28,305.88,144929.24,210.13,1.34,0.59,1.01,6.66,Large,6366.96
1189,4425,MARTIGNETTI COMPANIES,16653,Quintessa Rutherford Red,96.02,144.99,750,40,3840.8,53,7684.47,3334.77,5.93,144929.24,3843.67,50.02,1.33,2.0,96.02000000000001,Medium,-1248.26
1190,4425,MARTIGNETTI COMPANIES,16688,Ch Lestiac Cotes de Bordeaux,6.16,9.49,750,1,6.16,1,9.49,9.49,0.11,144929.24,3.33,35.09,1.0,1.54,6.16,Small,0.0
1191,4425,MARTIGNETTI COMPANIES,16690,Fayolle Fils et Fille Hermit,41.33,69.99,750,12,495.96,22,1363.78,557.91,2.45,144929.24,867.82,63.63,1.83,2.75,41.33,Small,-413.29999999999995
1192,4425,MARTIGNETTI COMPANIES,16694,Adissat Cotes du Rhone,9.93,14.99,750,13,129.09,63,944.37,764.49,6.95,144929.24,815.28,86.33,4.85,7.32,9.93,Small,-496.5
1193,4425,MARTIGNETTI COMPANIES,16696,Alain Lorieux Chinon Express,12.24,17.99,750,16,195.84,25,449.75,251.86,2.78,144929.24,253.91,56.46,1.56,2.3,12.24,Small,-110.16
1194,4425,MARTIGNETTI COMPANIES,16724,Ch Haut Gravet Saint-Emillon,25.97,39.99,750,5,129.85,141,5638.59,2719.32,15.66,144929.24,5508.74,97.7,28.2,43.42,25.97,Small,-3531.92
1195,4425,MARTIGNETTI COMPANIES,16728,Pine Ridge Forefront Cab Svg,12.83,19.99,750,312,4002.96,394,7798.06,4427.78,43.78,144929.24,3795.1,48.67,1.26,1.95,12.83,Medium,-1052.06
1196,4425,MARTIGNETTI COMPANIES,16824,Adissat Lirac,13.15,19.99,750,93,1222.95,259,5177.41,3018.49,28.76,144929.24,3954.46,76.38,2.78,4.23,13.15,Medium,-2182.9
1197,4425,MARTIGNETTI COMPANIES,16918,Villa Pozzi Moscato,5.8,9.99,750,2233,12951.4,1355,13130.45,6877.91,150.81,144929.24,179.05,1.36,0.61,1.01,5.8,Large,5092.4
1198,4425,MARTIGNETTI COMPANIES,16991,Ch Bellevue St-Emil 09 Gr Cr,46.66,97.99,750,12,559.92,18,1259.82,279.96,2.02,144929.24,699.9,55.56,1.5,2.25,46.66,Small,-279.96
1199,4425,MARTIGNETTI COMPANIES,16998,Ch Rauzan Segla Margaux 09,106.66,159.99,750,1,106.66,2,319.98,319.98,0.22,144929.24,213.32,66.67,2.0,3.0,106.66,Small,-106.66
1200,4425,MARTIGNETTI COMPANIES,17086,Harrison Clarke Syrah,26.66,39.99,750,12,319.92,39,1559.61,1039.74,4.32,144929.24,1239.69,79.49,3.25,4.87,26.66,Small,-719.82
1201,4425,MARTIGNETTI COMPANIES,17118,Heitz Martha's Vyd Cab Svgn,145.15,224.99,750,1,145.15,2,449.98,224.99,0.22,144929.24,304.83,67.74,2.0,3.1,145.15,Small,-145.15
1202,4425,MARTIGNETTI COMPANIES,17263,Lincourt Courtney's Chard,7.28,10.99,750,15,109.2,42,461.58,142.87,4.71,144929.24,352.38,76.34,2.8,4.23,7.28,Small,-196.56
1203,4425,MARTIGNETTI COMPANIES,17324,Acrobat King Est Rose Pnt Nr,7.94,11.99,750,2322,18436.68,1899,26567.01,11317.91,211.68,144929.24,8130.33,30.6,0.82,1.44,7.94,Large,3358.6200000000003
1204,4425,MARTIGNETTI COMPANIES,17347,Ridge Lytton Petite Sirah,19.35,29.99,750,176,3405.6,140,4198.6,2069.31,15.59,144929.24,793.0,18.89,0.8,1.23,19.349999999999998,Medium,696.6
1205,4425,MARTIGNETTI COMPANIES,17431,Rhiannon Proprietor's Red,7.09,10.99,750,138,978.42,110,1208.9,252.77,12.36,144929.24,230.48,19.07,0.8,1.24,7.09,Medium,198.51999999999998
1206,4425,MARTIGNETTI COMPANIES,17500,Hob Nob Wicked Red,6.45,9.99,750,427,2754.15,467,4574.33,2663.29,51.82,144929.24,1820.18,39.79,1.09,1.66,6.45,Medium,-258.0
1207,4425,MARTIGNETTI COMPANIES,17503,Montes Twins Red,10.34,14.99,750,214,2212.76,160,2398.4,1454.03,17.74,144929.24,185.64,7.74,0.75,1.08,10.340000000000002,Medium,558.36
1208,4425,MARTIGNETTI COMPANIES,17754,Chocolate Shop Red,8.05,11.99,750,1456,11720.8,1351,16486.49,9841.98,150.0,144929.24,4765.69,28.91,0.93,1.41,8.049999999999999,Large,845.2500000000001
1209,4425,MARTIGNETTI COMPANIES,17756,Cline Cool Climate Pnt Nr,9.8,15.99,750,2940,28812.0,1857,29128.43,17522.83,206.08,144929.24,316.43,1.09,0.63,1.01,9.8,Large,10613.400000000001
1210,4425,MARTIGNETTI COMPANIES,17856,Charles Joguet Chinon Rose,9.08,21.99,750,5,45.4,13,181.87,55.96,1.46,144929.24,136.47,75.04,2.6,4.01,9.08,Small,-72.64
1211,4425,MARTIGNETTI COMPANIES,17861,Dom du Gros Nore Antoinette,29.67,69.99,750,36,1068.12,48,2207.52,551.88,5.37,144929.24,1139.4,51.61,1.33,2.07,29.669999999999998,Medium,-356.04
1212,4425,MARTIGNETTI COMPANIES,17863,Tommasi Poggio Tufo Cab Svgn,6.8,16.99,750,10,68.0,27,269.73,39.96,3.03,144929.24,201.73,74.79,2.7,3.97,6.8,Small,-115.6
1213,4425,MARTIGNETTI COMPANIES,17933,Camp Meeting Ridge Pnt Nr,64.13,92.99,750,1,64.13,2,185.98,185.98,0.22,144929.24,121.85,65.52,2.0,2.9,64.13,Small,-64.13
1214,4425,MARTIGNETTI COMPANIES,17981,If You See Kay Red Blend,11.68,17.99,750,853,9963.04,591,11236.09,6388.63,65.65,144929.24,1273.05,11.33,0.69,1.13,11.680000000000001,Large,3060.16
1215,4425,MARTIGNETTI COMPANIES,17986,Mas la Chevaliere Chard,6.89,9.99,750,36,248.04,36,359.64,19.98,4.05,144929.24,111.6,31.03,1.0,1.45,6.89,Medium,0.0
1216,4425,MARTIGNETTI COMPANIES,18014,Argyle Brut,13.6,21.99,750,647,8799.2,417,8919.83,5884.25,46.23,144929.24,120.63,1.35,0.64,1.01,13.600000000000001,Large,3128.0
1217,4425,MARTIGNETTI COMPANIES,18046,Ch La Louviere Pssc-Leg Roug,17.44,43.99,750,13,226.72,26,675.74,233.91,2.92,144929.24,449.02,66.45,2.0,2.98,17.44,Small,-226.72000000000003
1218,4425,MARTIGNETTI COMPANIES,18093,Ch La Dom St Emil Gr Cru 09,44.66,66.99,750,2,89.32,4,267.96,200.97,0.44,144929.24,178.64,66.67,2.0,3.0,44.66,Small,-89.32
1219,4425,MARTIGNETTI COMPANIES,18095,Layer Cake Garnacha,10.38,15.99,750,356,3695.28,329,5332.71,3283.97,36.48,144929.24,1637.43,30.71,0.92,1.44,10.38,Medium,280.26000000000005
1220,4425,MARTIGNETTI COMPANIES,18097,Shafer Relentless Syrah,55.17,79.99,750,47,2592.99,149,12812.51,5159.4,16.61,144929.24,10219.52,79.76,3.17,4.94,55.169999999999995,Medium,-5627.34
1221,4425,MARTIGNETTI COMPANIES,18098,Shafer Hillside Cab Svgn,157.89,239.99,750,13,2052.57,26,6369.74,3674.85,2.9,144929.24,4317.17,67.78,2.0,3.1,157.89000000000001,Small,-2052.5699999999997
1222,4425,MARTIGNETTI COMPANIES,18099,Shafer Hillside Cab Svgn,315.75,460.99,1500,8,2526.0,11,5070.89,2304.95,2.48,144929.24,2544.89,50.19,1.38,2.01,315.75,Small,-947.25
1223,4425,MARTIGNETTI COMPANIES,18130,Castello Di Ama Chianti,24.83,36.99,750,13,322.79,68,2515.32,1516.59,7.55,144929.24,2192.53,87.17,5.23,7.79,24.830000000000002,Small,-1365.6499999999999
1224,4425,MARTIGNETTI COMPANIES,18212,Pulenta Est Malbec Mendoza,17.44,25.99,750,18,313.92,94,2443.06,1767.32,10.38,144929.24,2129.14,87.15,5.22,7.78,17.44,Small,-1325.44
1225,4425,MARTIGNETTI COMPANIES,18424,Poggio Altero Antico Brunllo,37.01,82.99,750,3,111.03,18,1025.82,569.9,2.01,144929.24,914.79,89.18,6.0,9.24,37.01,Small,-555.15
1226,4425,MARTIGNETTI COMPANIES,18428,Cocci Grifoni Tellus Red,11.4,16.99,750,23,262.2,34,577.66,203.88,3.81,144929.24,315.46,54.61,1.48,2.2,11.4,Small,-125.4
1227,4425,MARTIGNETTI COMPANIES,18578,O'Shaugnessey Cab Svgn Howel,52.62,79.99,750,239,12576.18,210,18897.9,7379.18,23.44,144929.24,6321.72,33.45,0.88,1.5,52.620000000000005,Medium,1525.98
1228,4425,MARTIGNETTI COMPANIES,18579,Primo Amore Rsl,7.66,11.49,750,12,91.92,12,137.88,11.49,1.35,144929.24,45.96,33.33,1.0,1.5,7.66,Small,0.0
1229,4425,MARTIGNETTI COMPANIES,18585,James L'Escargot Svgn Blanc,9.73,14.99,750,139,1352.47,190,2848.1,1424.05,21.14,144929.24,1495.63,52.51,1.37,2.11,9.73,Medium,-496.23
1230,4425,MARTIGNETTI COMPANIES,18587,Eric Kent Chardonnay RRV,23.83,39.99,750,38,905.54,26,1013.74,703.82,2.87,144929.24,108.2,10.67,0.68,1.12,23.83,Medium,285.96
1231,4425,MARTIGNETTI COMPANIES,18597,Seghesio Rockpile Znfdl,24.67,37.99,750,78,1924.26,76,2887.24,2203.42,8.4,144929.24,962.98,33.35,0.97,1.5,24.669999999999998,Medium,49.34
1232,4425,MARTIGNETTI COMPANIES,18599,Bocelli Sangiovese,12.16,17.99,750,24,291.84,24,431.76,17.99,2.7,144929.24,139.92,32.41,1.0,1.48,12.159999999999998,Small,0.0
1233,4425,MARTIGNETTI COMPANIES,18617,Picket Fence Chard RRV,8.38,13.99,750,757,6343.66,523,7232.77,4191.95,58.06,144929.24,889.11,12.29,0.69,1.14,8.379999999999999,Large,1960.92
1234,4425,MARTIGNETTI COMPANIES,18771,Cigar Zin Old Vine Zinfandel,12.16,17.99,750,36,437.76,27,485.73,53.97,3.04,144929.24,47.97,9.88,0.75,1.11,12.16,Medium,109.44
1235,4425,MARTIGNETTI COMPANIES,18884,Hess Treo Winemaker's Blend,9.67,15.99,750,976,9437.92,632,10723.68,6923.92,70.05,144929.24,1285.76,11.99,0.65,1.14,9.67,Large,3326.48
1236,4425,MARTIGNETTI COMPANIES,18950,Schug Pnt Nr Carneros,12.32,17.99,750,1556,19169.92,3199,57550.01,24016.65,357.07,144929.24,38380.09,66.69,2.06,3.0,12.319999999999999,Large,-20241.760000000002
1237,4425,MARTIGNETTI COMPANIES,18951,Caymus Conundrum Red,12.07,17.99,750,3679,44405.53,2050,46226.5,21746.34,228.3,144929.24,1820.97,3.94,0.56,1.04,12.07,Large,19662.03
1238,4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,7.09,10.99,375,57,404.13,487,5352.13,1945.23,27.68,144929.24,4948.0,92.45,8.54,13.24,7.09,Medium,-3048.7
1239,4425,MARTIGNETTI COMPANIES,19034,Nicholson Ranch Pnt Nr Sonom,29.21,44.99,750,74,2161.54,113,5083.87,1799.6,12.64,144929.24,2922.33,57.48,1.53,2.35,29.21,Medium,-1139.19
1240,4425,MARTIGNETTI COMPANIES,19036,Nicholson Ranch Est Chard,9.67,14.99,750,1490,14408.3,2371,35541.29,14540.3,264.61,144929.24,21132.99,59.46,1.59,2.47,9.67,Large,-8519.27
1241,4425,MARTIGNETTI COMPANIES,19121,Liberty School Pnt Nr CC,8.21,17.99,750,2560,21017.6,4487,53883.13,23308.6,500.46,144929.24,32865.53,60.99,1.75,2.56,8.209999999999999,Large,-15820.670000000002
1242,4425,MARTIGNETTI COMPANIES,19122,Liberty School Merlot CC,7.3,13.99,750,1144,8351.2,1203,16571.97,9564.05,133.58,144929.24,8220.77,49.61,1.05,1.98,7.300000000000001,Large,-430.7
1243,4425,MARTIGNETTI COMPANIES,19247,Schug Sonoma Cnty Chard,11.61,17.99,750,48,557.28,70,1259.3,341.81,7.84,144929.24,702.02,55.75,1.46,2.26,11.61,Medium,-255.42
1244,4425,MARTIGNETTI COMPANIES,19249,Educated Guess Chard,11.03,16.99,750,628,6926.84,451,7576.49,5529.71,49.83,144929.24,649.65,8.57,0.72,1.09,11.03,Large,1952.31
1245,4425,MARTIGNETTI COMPANIES,19304,Dalton Canaan Red,6.45,15.99,750,4,25.8,11,109.89,59.94,1.23,144929.24,84.09,76.52,2.75,4.26,6.45,Small,-45.15
1246,4425,MARTIGNETTI COMPANIES,19391,Ch Hyot Castillon Brdx,23.97,34.99,1500,2,47.94,16,559.84,419.88,3.56,144929.24,511.9,91.44,8.0,11.68,23.97,Small,-335.58
1247,4425,MARTIGNETTI COMPANIES,19392,Dom Virginie Thunevin Brdx,9.93,14.99,750,35,347.55,98,1659.02,811.52,10.93,144929.24,1311.47,79.05,2.8,4.77,9.93,Medium,-625.59
1248,4425,MARTIGNETTI COMPANIES,19395,Adissat Gabrielle Ch du Pape,26.84,39.99,750,6,161.04,14,559.86,279.93,1.56,144929.24,398.82,71.24,2.33,3.48,26.84,Small,-214.72
1249,4425,MARTIGNETTI COMPANIES,19396,La Petite Maison Ventoux Bl,4.6,11.99,750,4,18.4,23,160.77,97.86,2.54,144929.24,142.37,88.56,5.75,8.74,4.6,Small,-87.39999999999999
1250,4425,MARTIGNETTI COMPANIES,19398,Philippe Herard Bl de Blanc,5.47,14.99,750,16,87.52,38,303.62,95.88,4.26,144929.24,216.1,71.17,2.38,3.47,5.47,Small,-120.33999999999999
1251,4425,MARTIGNETTI COMPANIES,19494,Lincourt Lindsays Pnt Nr,10.13,14.99,750,1874,18983.62,3147,47173.53,19546.96,351.03,144929.24,28189.91,59.76,1.68,2.48,10.129999999999999,Large,-12895.490000000002
1252,4425,MARTIGNETTI COMPANIES,19581,Girard Cab Svgn,15.78,26.99,750,1104,17421.12,673,17730.27,11862.5,74.5,144929.24,309.15,1.74,0.61,1.02,15.78,Large,6801.179999999999
1253,4425,MARTIGNETTI COMPANIES,19658,Hogwash Rose,9.73,14.99,750,36,350.28,55,824.45,419.72,6.12,144929.24,474.17,57.51,1.53,2.35,9.729999999999999,Medium,-184.87
1254,4425,MARTIGNETTI COMPANIES,19699,Seratina Primitivo,6.8,9.99,750,59,401.2,104,1094.96,651.38,11.56,144929.24,693.76,63.36,1.76,2.73,6.8,Medium,-306.0
1255,4425,MARTIGNETTI COMPANIES,19700,Heinrich Vollmer Riesling,8.27,11.99,750,37,305.99,56,671.44,503.58,6.19,144929.24,365.45,54.43,1.51,2.19,8.27,Medium,-157.13
1256,4425,MARTIGNETTI COMPANIES,19703,Round Hill Chard,2.93,4.49,750,12,35.16,12,53.88,4.49,1.35,144929.24,18.72,34.74,1.0,1.53,2.9299999999999997,Small,0.0
1257,4425,MARTIGNETTI COMPANIES,19746,Van Ruiten Family Cab Svgn,6.77,17.99,750,6,40.62,33,346.17,167.84,3.68,144929.24,305.55,88.27,5.5,8.52,6.77,Small,-182.79
1258,4425,MARTIGNETTI COMPANIES,19747,Van Ruiten Family Chard,7.79,15.99,750,12,93.48,99,1117.71,530.63,11.05,144929.24,1024.23,91.64,8.25,11.96,7.79,Small,-677.73
